Variable,Year,City,Budget,Lag1,Lag2,Variable_Education Spending,Variable_Electric Utility Spending,Variable_Envir. & Housing Spending,Variable_Gas Utility Spending,Variable_General Expenditures,Variable_Govt. Admin. Spending,Variable_Health & Welfare Spending,Variable_Interest on General Debt,Variable_Miscellaneous Spending,Variable_Public Safety Spending,Variable_Total Expenditures,Variable_Transit Utility Spending,Variable_Transportation Spending,Variable_Water Utility Spending,Predicted
Total Expenditures,2017.0,MA: Boston,6820.0,6811.0,6876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6844.364056561835
Total Expenditures,2018.0,MA: Boston,6870.0,6820.0,6811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6850.18072135293
Total Expenditures,2019.0,MA: Boston,7035.0,6870.0,6820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6850.18072135293
Total Expenditures,2020.0,MA: Boston,7370.0,7035.0,6870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7356.629015164517
Total Expenditures,2021.0,MA: Boston,7562.0,7370.0,7035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7500.134917594226
Total Expenditures,2022.0,MA: Boston,,7562.0,7370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7779.4115016508995
Total Expenditures,2023.0,MA: Boston,,7779.4115016508995,7562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7779.4115016508995
Total Expenditures,2024.0,MA: Boston,,7779.4115016508995,7779.4115016508995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7672.832421431315
Total Expenditures,2025.0,MA: Boston,,7672.832421431315,7779.4115016508995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7672.832421431315
Transit Utility Spending,2000.0,MA: Boston,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Transit Utility Spending,2001.0,MA: Boston,371.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.3531471626129
Transit Utility Spending,2002.0,MA: Boston,475.0,371.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,391.1326905433121
Transit Utility Spending,2003.0,MA: Boston,471.0,475.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,461.7909818015857
Transit Utility Spending,2004.0,MA: Boston,545.0,471.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.7109196941239
Transit Utility Spending,2005.0,MA: Boston,531.0,545.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,512.5972109754421
Transit Utility Spending,2006.0,MA: Boston,500.0,531.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.7109196941239
Transit Utility Spending,2007.0,MA: Boston,532.0,500.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.7109196941239
Transit Utility Spending,2008.0,MA: Boston,541.0,532.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.7109196941239
Transit Utility Spending,2009.0,MA: Boston,569.0,541.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,367.74574595580657
Transit Utility Spending,2010.0,MA: Boston,542.0,569.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,499.46847282111924
Transit Utility Spending,2011.0,MA: Boston,15.0,542.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,318.40081209470986
Transit Utility Spending,2012.0,MA: Boston,17.0,15.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.273549824139536
Transit Utility Spending,2013.0,MA: Boston,16.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.139255576381675
Transit Utility Spending,2014.0,MA: Boston,19.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.139255576381675
Transit Utility Spending,2015.0,MA: Boston,20.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.139255576381675
Transit Utility Spending,2016.0,MA: Boston,23.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.139255576381675
Transit Utility Spending,2017.0,MA: Boston,23.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.139255576381675
Transit Utility Spending,2018.0,MA: Boston,22.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.328980843787296
Transit Utility Spending,2019.0,MA: Boston,20.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.328980843787296
Transit Utility Spending,2020.0,MA: Boston,18.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transit Utility Spending,2021.0,MA: Boston,17.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transit Utility Spending,2022.0,MA: Boston,,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transit Utility Spending,2023.0,MA: Boston,,21.97931345857194,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transit Utility Spending,2024.0,MA: Boston,,21.97931345857194,21.97931345857194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transit Utility Spending,2025.0,MA: Boston,,21.97931345857194,21.97931345857194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.97931345857194
Transportation Spending,2000.0,MA: Boston,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Transportation Spending,2001.0,MA: Boston,242.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.5149951181161
Transportation Spending,2002.0,MA: Boston,141.0,242.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.46427904516034
Transportation Spending,2003.0,MA: Boston,104.0,141.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.18873864507773
Transportation Spending,2004.0,MA: Boston,101.0,104.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0993503146259
Transportation Spending,2005.0,MA: Boston,143.0,101.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,124.92874281528755
Transportation Spending,2006.0,MA: Boston,126.0,143.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.29806587615575
Transportation Spending,2007.0,MA: Boston,114.0,126.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0993503146259
Transportation Spending,2008.0,MA: Boston,136.0,114.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0993503146259
Transportation Spending,2009.0,MA: Boston,132.0,136.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118.8677630565172
Transportation Spending,2010.0,MA: Boston,105.0,132.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.19018948099487
Transportation Spending,2011.0,MA: Boston,120.0,105.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.19018948099487
Transportation Spending,2012.0,MA: Boston,102.0,120.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.98496939983177
Transportation Spending,2013.0,MA: Boston,233.0,102.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,131.31054494965866
Transportation Spending,2014.0,MA: Boston,195.0,233.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.76118454300516
Transportation Spending,2015.0,MA: Boston,214.0,195.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.62619481427708
Transportation Spending,2016.0,MA: Boston,150.0,214.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.36284313344981
Transportation Spending,2017.0,MA: Boston,195.0,150.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.17046377908872
Transportation Spending,2018.0,MA: Boston,208.0,195.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195.82631529764612
Transportation Spending,2019.0,MA: Boston,196.0,208.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,222.22519003035273
Transportation Spending,2020.0,MA: Boston,204.0,196.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.62902707957736
Transportation Spending,2021.0,MA: Boston,185.0,204.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,221.8755226451374
Transportation Spending,2022.0,MA: Boston,,185.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173.68314329077631
Transportation Spending,2023.0,MA: Boston,,173.68314329077631,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.33113827560425
Transportation Spending,2024.0,MA: Boston,,176.33113827560425,173.68314329077631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.33113827560425
Transportation Spending,2025.0,MA: Boston,,176.33113827560425,176.33113827560425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.33113827560425
Water Utility Spending,2000.0,MA: Boston,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Water Utility Spending,2001.0,MA: Boston,187.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.88065930613743
Water Utility Spending,2002.0,MA: Boston,194.0,187.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.7403063485092
Water Utility Spending,2003.0,MA: Boston,232.0,194.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212.5406805004837
Water Utility Spending,2004.0,MA: Boston,251.0,232.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239.78717606604374
Water Utility Spending,2005.0,MA: Boston,240.0,251.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265.31133676601996
Water Utility Spending,2006.0,MA: Boston,392.0,240.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,271.57989529594715
Water Utility Spending,2007.0,MA: Boston,332.0,392.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,381.6688495316488
Water Utility Spending,2008.0,MA: Boston,185.0,332.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,276.8883164927579
Water Utility Spending,2009.0,MA: Boston,130.0,185.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.64923536688272
Water Utility Spending,2010.0,MA: Boston,122.0,130.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.30199743134735
Water Utility Spending,2011.0,MA: Boston,95.0,122.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.50162327937281
Water Utility Spending,2012.0,MA: Boston,102.0,95.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.95956507210398
Water Utility Spending,2013.0,MA: Boston,108.0,102.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.11607492576144
Water Utility Spending,2014.0,MA: Boston,114.0,108.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107.11607492576144
Water Utility Spending,2015.0,MA: Boston,112.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.66926783964901
Water Utility Spending,2016.0,MA: Boston,111.0,112.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.91735936423164
Water Utility Spending,2017.0,MA: Boston,130.0,111.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.91735936423164
Water Utility Spending,2018.0,MA: Boston,101.0,130.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.17960972137989
Water Utility Spending,2019.0,MA: Boston,103.0,101.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.42770124596252
Water Utility Spending,2020.0,MA: Boston,95.0,103.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.27674942227696
Water Utility Spending,2021.0,MA: Boston,91.0,95.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.87214804403693
Water Utility Spending,2022.0,MA: Boston,,91.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.31895513014936
Water Utility Spending,2023.0,MA: Boston,,81.31895513014936,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.31895513014936
Water Utility Spending,2024.0,MA: Boston,,81.31895513014936,81.31895513014936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.31895513014936
Water Utility Spending,2025.0,MA: Boston,,81.31895513014936,81.31895513014936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.31895513014936
