Cabinet,Dept,Program,Expense Category,FY22 Actual Expense,FY23 Actual Expense,FY24 Appropriation,FY25 Budget
Finance Cabinet,Treasury Division,Treasury Accounting,Supplies & Materials,4500,5350.4,4750,4580
Finance Cabinet,Treasury Division,Accounts Receivable,Personnel Services,287598.52,346963.43,404198.73,298706.17
Finance Cabinet,Treasury Division,Accounts Receivable,Contractual Services,326.78,2296.89,3360,0
Finance Cabinet,Treasury Division,Accounts Receivable,Supplies & Materials,17000,26.92,17000,17340
Finance Cabinet,Treasury Division,Trust,Personnel Services,11696,4443,32337.28,1400
Finance Cabinet,Treasury Division,Trust,Contractual Services,#Missing,#Missing,52110,2808
Finance Cabinet,Treasury Division,Trust,Supplies & Materials,#Missing,#Missing,#Missing,500
Finance Cabinet,Execution of Courts,Execution of Courts,Other Expenses,34508737.33,32026150.27,5000000,2000000
People Operations Cabinet,Office of People Operations,People Administration,Personnel Services,#Missing,371071.12,892417.23,1070918.6
People Operations Cabinet,Office of People Operations,People Administration,Contractual Services,#Missing,88229.84,146081,140081
People Operations Cabinet,Office of People Operations,People Administration,Supplies & Materials,#Missing,#Missing,1000,6000
People Operations Cabinet,Office of People Operations,People Administration,Current Charges & Obligations,#Missing,#Missing,#Missing,1000
People Operations Cabinet,Office of People Operations,People Administration,Equipment,#Missing,10617.36,10000,10000
People Operations Cabinet,Human Resources,Personnel,Personnel Services,2570913.75,3138962.63,3678907.89,4674446.86
People Operations Cabinet,Human Resources,Personnel,Contractual Services,313995.46,243191.46,1112218,500618
People Operations Cabinet,Human Resources,Personnel,Supplies & Materials,12558.2,9373.08,6830,6830
People Operations Cabinet,Human Resources,Personnel,Current Charges & Obligations,725432.21,724969.27,1018755,775433.56
People Operations Cabinet,Human Resources,Personnel,Equipment,94286.48,10826.94,#Missing,#Missing
People Operations Cabinet,Human Resources,Affirmative Action,Personnel Services,0,30353.31,182236.42,248172.02
People Operations Cabinet,Human Resources,Affirmative Action,Contractual Services,50000,50000,52500,78500
People Operations Cabinet,Human Resources,Affirmative Action,Current Charges & Obligations,1250,#Missing,2000,2500
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Personnel Services,898109.27,973975.09,1015363.65,1149942.1
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Contractual Services,68893.64,40481.49,52010,22500
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Supplies & Materials,36608.4,36043.54,43400,43600
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Current Charges & Obligations,1094.16,165.51,683.98,795
People Operations Cabinet,Human Resources,Health Benefits & Insurance,Equipment,#Missing,970.05,#Missing,#Missing
People Operations Cabinet,Human Resources,Employee Assistance,Personnel Services,600934.26,689965.11,368155.84,357078.75
People Operations Cabinet,Human Resources,Employee Assistance,Contractual Services,1174.98,2605.5,900,8000
People Operations Cabinet,Human Resources,Employee Assistance,Supplies & Materials,#Missing,#Missing,500,1500
People Operations Cabinet,Human Resources,Workers' Comp,Personnel Services,660453.1,606305.67,770076.45,548583.27
People Operations Cabinet,Human Resources,Workers' Comp,Contractual Services,5664.48,9346.97,5650,171600
People Operations Cabinet,Human Resources,Workers' Comp,Supplies & Materials,2577.45,4535.23,6850,5650
People Operations Cabinet,Human Resources,Workers' Comp,Current Charges & Obligations,139291.8,126410.07,162028.79,155070
People Operations Cabinet,Medicare,Medicare Payments,Personnel Services,10890571.81,12192696.15,12635797,14603637.45
People Operations Cabinet,Office of Labor Relations,Labor Relations,Personnel Services,743376.74,1023995.72,1322189.49,1356279.96
People Operations Cabinet,Office of Labor Relations,Labor Relations,Contractual Services,542131.91,387120.91,556919.84,536622
People Operations Cabinet,Office of Labor Relations,Labor Relations,Supplies & Materials,940.44,2453.52,2700,3000
People Operations Cabinet,Office of Labor Relations,Labor Relations,Current Charges & Obligations,32282.88,37680.46,55123,74121
People Operations Cabinet,Office of Labor Relations,Labor Relations,Equipment,5565.36,1502,#Missing,1000
People Operations Cabinet,Registry Division,Administration,Personnel Services,356615.61,479306.87,572612.36,761577.95
People Operations Cabinet,Registry Division,Administration,Contractual Services,9884.17,14416.22,17423,20920.33
People Operations Cabinet,Registry Division,Administration,Supplies & Materials,14779.43,16007.81,39250,39250
People Operations Cabinet,Registry Division,Administration,Current Charges & Obligations,373,674.17,150,430
People Operations Cabinet,Registry Division,Administration,Equipment,210.86,#Missing,#Missing,#Missing
People Operations Cabinet,Registry Division,Vital Statistics,Personnel Services,503509.37,473875.33,559716.07,448881.71
People Operations Cabinet,Registry Division,Vital Statistics,Contractual Services,11557.14,22562.4,33237,36531.33
People Operations Cabinet,Registry Division,Vital Statistics,Supplies & Materials,29022.67,24770.86,16250,16250
People Operations Cabinet,Registry Division,Vital Statistics,Current Charges & Obligations,#Missing,1736.25,280,#Missing
People Operations Cabinet,Registry Division,Vital Statistics,Equipment,6927.42,10108.83,#Missing,0
People Operations Cabinet,Registry Division,Depositions,Personnel Services,147889.58,152294.88,156640.7,305019.43
People Operations Cabinet,Registry Division,Depositions,Contractual Services,303.57,571.57,702,5299.34
People Operations Cabinet,Registry Division,Depositions,Supplies & Materials,250,250,250,250
People Operations Cabinet,Registry Division,Depositions,Current Charges & Obligations,550.53,#Missing,402,402
People Operations Cabinet,Unemployment Compensation,Unemployment Comp,Personnel Services,190161.56,207402.58,350000,350000
People Operations Cabinet,Workers' Compensation Fund,Workers' Compensation Fund,Other Expenses,1484880.28,1916156.3,2000000,2000000
People Operations Cabinet,Health Insurance,Health Insurance,Current Charges & Obligations,205206595.7,212933684.8,222353329,234083420
Human Services Cabinet,Office of Human Services,Human Services Office,Personnel Services,517317.46,789967.08,820455.53,954219.95
Human Services Cabinet,Office of Human Services,Human Services Office,Contractual Services,2096670.94,2021075.36,1839500,2233500
Human Services Cabinet,Office of Human Services,Human Services Office,Supplies & Materials,368.7,357.47,7000,12000
Human Services Cabinet,Office of Human Services,Human Services Office,Current Charges & Obligations,#Missing,#Missing,#Missing,1000
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Personnel Services,251899.32,35238.49,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Contractual Services,671321.65,17195.74,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Food Access,Supplies & Materials,3013.58,#Missing,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Personnel Services,326323.46,715361.15,340260.96,472249.88
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Contractual Services,9500,1715164.95,1478918,1478918
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Supplies & Materials,#Missing,1034,1000,1000
Human Services Cabinet,Office of Human Services,Mayor's Office of Community Safety,Current Charges & Obligations,#Missing,89547,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Personnel Services,#Missing,-247302.69,741057.04,714236.62
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Contractual Services,#Missing,350103.39,753730,521024
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Supplies & Materials,#Missing,46203.81,3000,3000
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Current Charges & Obligations,#Missing,#Missing,1000,#Missing
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Equipment,#Missing,693.63,#Missing,#Missing
Human Services Cabinet,Office of Human Services,Office of Early Childhood,Other Expenses,#Missing,#Missing,4000000,#Missing
Human Services Cabinet,Office of Human Services,Returning Citizens,Personnel Services,#Missing,#Missing,989038.35,950698.22
Human Services Cabinet,Office of Human Services,Returning Citizens,Contractual Services,#Missing,#Missing,1130255,1118136
Human Services Cabinet,Office of Human Services,Returning Citizens,Supplies & Materials,#Missing,#Missing,2000,5000
Human Services Cabinet,Office of Human Services,Returning Citizens,Current Charges & Obligations,#Missing,#Missing,270881,280000
Human Services Cabinet,Office of Human Services,Returning Citizens,Equipment,#Missing,#Missing,5000,5000
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Personnel Services,#Missing,#Missing,452716.81,846222.29
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Contractual Services,#Missing,#Missing,200000,195202
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Supplies & Materials,#Missing,#Missing,1500,1500
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Current Charges & Obligations,#Missing,#Missing,#Missing,5500
Human Services Cabinet,Office of Human Services,Office of Youth Engagement & Advancement,Equipment,#Missing,#Missing,3000,3000
Human Services Cabinet,Office of Human Services,Coordinated Response Team,Personnel Services,#Missing,#Missing,311998.79,328949.17
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Personnel Services,12247576.2,12203197.29,12692924.22,12950966.71
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Contractual Services,2966998.27,3415837.55,3055820.57,3203625.77
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Supplies & Materials,353335.21,493172.14,358698,633143.64
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Current Charges & Obligations,46127.56,187998.7,447569,351699
Human Services Cabinet,Boston Center for Youth & Families,Administration & Policy,Equipment,81064.6,939943.43,311548,529343.48
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Personnel Services,3557295,3435782.04,6132188.15,6898624.11
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Contractual Services,400385.7,154409.28,1000500,933714
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Supplies & Materials,#Missing,141829.41,#Missing,250000
Human Services Cabinet,Boston Center for Youth & Families,Sports & Fitness,Equipment,#Missing,#Missing,#Missing,120000
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Personnel Services,3937676.97,3810644.12,2484447.33,2601572.57
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,357722.63,3.57,301000,#Missing
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Supplies & Materials,#Missing,#Missing,7500,#Missing
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Current Charges & Obligations,433.34,769.76,50000,#Missing
Human Services Cabinet,Boston Center for Youth & Families,Youth & Family Services,Equipment,14342.84,28685.66,713785.84,14342.83
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Personnel Services,1192662.13,1071082.15,1444128.6,1284210.2
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Contractual Services,898858.5,507233.85,1174500,682702
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Supplies & Materials,8341.32,183550.53,10000,110600.64
Human Services Cabinet,Boston Center for Youth & Families,Child Care & Out-of-School,Current Charges & Obligations,542.56,1308.75,2500,#Missing
Human Services Cabinet,Age Strong,Age Strong Administration,Personnel Services,804228.16,1373407.92,1263635.95,1442731.75
Human Services Cabinet,Age Strong,Age Strong Administration,Contractual Services,250368.95,556604.21,927380.64,343955
Human Services Cabinet,Age Strong,Age Strong Administration,Supplies & Materials,48882.68,13219.99,10400,34125
Human Services Cabinet,Age Strong,Age Strong Administration,Current Charges & Obligations,24519.19,51941.38,23074,72300
Human Services Cabinet,Age Strong,Age Strong Operations,Personnel Services,528500,966163.58,874773.04,1542626.73
Human Services Cabinet,Age Strong,Age Strong Operations,Contractual Services,519965.51,536709.1,692370,1265084
Human Services Cabinet,Age Strong,Age Strong Operations,Supplies & Materials,70129.17,163594.35,234150,167500
Human Services Cabinet,Age Strong,Age Strong Operations,Current Charges & Obligations,23788,18913.41,50000,10100
Human Services Cabinet,Age Strong,Age Strong Transportation,Personnel Services,1174247.02,1284895.64,1582306.86,1516165.87
Human Services Cabinet,Age Strong,Age Strong Transportation,Contractual Services,61851.04,98905.97,68702,61500
Human Services Cabinet,Age Strong,Age Strong Transportation,Supplies & Materials,76355.04,82455.38,86640,72740
Human Services Cabinet,Age Strong,Age Strong Transportation,Current Charges & Obligations,6118.34,7383.49,12500,5000
Human Services Cabinet,Age Strong,Age Strong Transportation,Equipment,120626.86,34831.82,34832,17416.21
Human Services Cabinet,Age Strong,Program & Partnerships,Personnel Services,212949.03,563895.36,1244321.22,575687.2
Human Services Cabinet,Age Strong,Program & Partnerships,Contractual Services,300655.73,765970.72,884477.2,851188
Human Services Cabinet,Age Strong,Program & Partnerships,Supplies & Materials,#Missing,655,1000,92484
Human Services Cabinet,Library Department,Library Administration,Personnel Services,9336960.95,9722225.08,6064709.87,3731351.29
Human Services Cabinet,Library Department,Library Administration,Contractual Services,9244676.34,8931573.85,726991,321100
Human Services Cabinet,Library Department,Library Administration,Supplies & Materials,3726661.37,5114685.6,3892686,2840
Human Services Cabinet,Library Department,Library Administration,Current Charges & Obligations,248343.7,566490.31,49225,49225
Human Services Cabinet,Library Department,Library Administration,Equipment,380479.71,339627.02,#Missing,157622.72
Human Services Cabinet,Library Department,Library Administration,Other Expenses,9500,29561,#Missing,#Missing
Human Services Cabinet,Library Department,Community & Neighborhood Services,Personnel Services,16183782.53,16989023.36,19984698.77,13757531.06
Human Services Cabinet,Library Department,Community & Neighborhood Services,Contractual Services,350510.66,601388.2,100000,#Missing
Human Services Cabinet,Library Department,Community & Neighborhood Services,Supplies & Materials,50.14,#Missing,#Missing,#Missing
Human Services Cabinet,Library Department,Community & Neighborhood Services,Current Charges & Obligations,20244.64,18687.36,20340,20340
Human Services Cabinet,Library Department,Research & Special Collections,Personnel Services,1419759.18,1632855.27,1829674.73,2104609.77
Human Services Cabinet,Library Department,Research & Special Collections,Contractual Services,3283.12,15453.62,#Missing,#Missing
Human Services Cabinet,Library Department,Library Operations,Personnel Services,#Missing,#Missing,4387886.9,4667101.64
Human Services Cabinet,Library Department,Library Operations,Contractual Services,#Missing,#Missing,10174417.05,10144079.47
Human Services Cabinet,Library Department,Library Operations,Supplies & Materials,#Missing,#Missing,22000,22000
Human Services Cabinet,Library Department,Library Operations,Current Charges & Obligations,#Missing,#Missing,645574,275185
Human Services Cabinet,Library Department,Library Operations,Equipment,#Missing,#Missing,445934.13,560484.22
Human Services Cabinet,Library Department,Library Operations,Other Expenses,#Missing,#Missing,35000,35000
Human Services Cabinet,Library Department,Library Services,Personnel Services,#Missing,#Missing,#Missing,9257988.7
Human Services Cabinet,Library Department,Library Services,Contractual Services,#Missing,#Missing,#Missing,100000
Human Services Cabinet,Library Department,Library Services,Supplies & Materials,#Missing,#Missing,#Missing,3889846
Human Services Cabinet,Boston VETS,Veterans' Services,Personnel Services,943570.04,1049160.74,1211606.41,1242686.27
Human Services Cabinet,Boston VETS,Veterans' Services,Contractual Services,126532.91,123050.45,185702,190202
Human Services Cabinet,Boston VETS,Veterans' Services,Supplies & Materials,75198.68,74614.25,71550,71550
Human Services Cabinet,Boston VETS,Veterans' Services,Current Charges & Obligations,1410232.28,1214723.88,3331008,3331251
Human Services Cabinet,Boston VETS,Veterans' Services,Equipment,664.99,1834,#Missing,#Missing
Public Health Cabinet,Public Health Commission,Public Health Commission,Other Expenses,114802081,120801597.2,130309496.4,140078762.4
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Personnel Services,1544234.12,1720142.09,2290300.8,3551075.16
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Contractual Services,218159.48,343067.89,297083.97,301341.4
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Supplies & Materials,20810.88,11344.85,22150,22963
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Current Charges & Obligations,73015.32,114348.08,92258,122583
Housing Cabinet,Mayor's Office of Housing,Mayor's Office of Housing Administration,Equipment,23160,22985,22986,22986
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Personnel Services,933562.79,996314.99,1064707.97,798987.19
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Contractual Services,1289553.41,2139574.12,2085708,2089820.5
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Supplies & Materials,6177.06,5062.5,7063,6813
Housing Cabinet,Mayor's Office of Housing,Real Estate Management & Sales,Current Charges & Obligations,11285,13207.37,31650,31650
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Personnel Services,1737982,2676079.13,3109686.67,3296710.34
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Contractual Services,462394.3,459402.87,503611.2,504605
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Supplies & Materials,4425.11,3750.16,6525,7163
Housing Cabinet,Mayor's Office of Housing,Housing Development & Services,Other Expenses,28963343,35213343,39889343,44389343
Housing Cabinet,Mayor's Office of Housing,Urban Agriculture/Grow Boston,Contractual Services,#Missing,#Missing,#Missing,0
Housing Cabinet,Mayor's Office of Housing,Urban Agriculture/Grow Boston,Supplies & Materials,#Missing,#Missing,#Missing,0
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Personnel Services,1424440.45,2707164.13,2465012.01,1984586.58
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Contractual Services,2525498.64,2461442.25,1060092,1105908
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Supplies & Materials,42237.89,35823.76,15715,42465
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Current Charges & Obligations,5198883.37,1427753.44,261197,734942
Information & Technology Cabinet,Department of Innovation and Technology,DoIT Operations,Equipment,761887.85,769953.98,900013.76,273275.05
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Personnel Services,6392003.23,5352618.29,6194621.1,5394436.05
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Contractual Services,1596487.22,1596690.19,100000,200000
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Current Charges & Obligations,4074174.55,7899439.3,9818845.81,9638045
Information & Technology Cabinet,Department of Innovation and Technology,Enterprise Applications,Equipment,457976.88,#Missing,#Missing,#Missing
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Personnel Services,609206.97,710444.9,1042541.5,2798222.89
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Contractual Services,1060350.28,663047.45,362000,1330000
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Current Charges & Obligations,960080.68,649986.72,903440.39,2760703
Information & Technology Cabinet,Department of Innovation and Technology,Digital Engagement & Services,Equipment,#Missing,857.84,18000,#Missing
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Personnel Services,4655450.39,4787846.93,4039164.15,4967711.74
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Contractual Services,4853551.27,6447065.22,4418175.84,5160603
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Supplies & Materials,282808.4,47142.39,35535,27235
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Current Charges & Obligations,9003673.01,9101281.68,9796399.03,10233845
Information & Technology Cabinet,Department of Innovation and Technology,Core Infrastructure,Equipment,830840.16,319660.78,259777.34,1028467.18
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Personnel Services,761001.6,883219.37,1007680.23,2088558.86
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Contractual Services,418915.36,801371.83,250000,#Missing
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Supplies & Materials,#Missing,#Missing,#Missing,0
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Current Charges & Obligations,153773.75,249665,832129.84,2431499
Information & Technology Cabinet,Department of Innovation and Technology,Data & Analytics,Equipment,#Missing,#Missing,#Missing,100000
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Personnel Services,437345.98,551582.88,566048.44,495723.77
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Contractual Services,98893.92,1248.08,191500,441500
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Supplies & Materials,250,500,#Missing,#Missing
Information & Technology Cabinet,Department of Innovation and Technology,Broadband & Digital Equity,Current Charges & Obligations,#Missing,#Missing,#Missing,0
Public Safety Cabinet,Emergency Management,Homeland Security,Personnel Services,487169.11,483940.86,693883.19,1031189.02
Public Safety Cabinet,Emergency Management,Homeland Security,Contractual Services,263021.52,275292.2,368787.96,225167.25
Public Safety Cabinet,Emergency Management,Homeland Security,Supplies & Materials,5220.4,11146,6000,6000
Public Safety Cabinet,Emergency Management,Homeland Security,Current Charges & Obligations,376860.54,387230.22,398462.88,410417
Public Safety Cabinet,Emergency Management,Homeland Security,Equipment,3492.25,34280.5,#Missing,#Missing
Public Safety Cabinet,Fire Department,BFD Administration,Personnel Services,15230893.3,17551441.11,13517689.79,17141520.73
Public Safety Cabinet,Fire Department,BFD Administration,Contractual Services,3796522.64,2980957.38,3347210.07,3400342.96
Public Safety Cabinet,Fire Department,BFD Administration,Supplies & Materials,166477.88,119071.71,215092,1445387
Public Safety Cabinet,Fire Department,BFD Administration,Current Charges & Obligations,3855333.96,3313664.2,3933725.4,3742875
Public Safety Cabinet,Fire Department,BFD Administration,Equipment,#Missing,63663.79,#Missing,#Missing
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Personnel Services,212139442.5,205933917.1,225383255.1,218310515.4
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Contractual Services,1324006.02,1145506.76,1216742.5,1104468
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Supplies & Materials,3891533.46,3583807.98,3340422.9,2097753
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Current Charges & Obligations,7862.28,16417.62,35809.21,879942
Public Safety Cabinet,Fire Department,Boston Fire Suppression,Equipment,4888280.57,2426732.66,3101219.2,2931750.75
Public Safety Cabinet,Fire Department,Fire Alarm,Personnel Services,9101912.12,9355039.44,12183076.99,12005007.79
Public Safety Cabinet,Fire Department,Fire Alarm,Contractual Services,1649257.07,1516003.7,1348768,1316768
Public Safety Cabinet,Fire Department,Fire Alarm,Supplies & Materials,222599.47,176103.67,147679,147679
Public Safety Cabinet,Fire Department,Fire Alarm,Current Charges & Obligations,260955.58,423504.2,235565,311384
Public Safety Cabinet,Fire Department,Fire Alarm,Equipment,291516.9,412712.36,1120223.57,768482.42
Public Safety Cabinet,Fire Department,BFD Training,Personnel Services,5153539.72,4983081.42,6148892.41,8465574.25
Public Safety Cabinet,Fire Department,BFD Training,Contractual Services,156538.94,88078.65,100800,94702
Public Safety Cabinet,Fire Department,BFD Training,Supplies & Materials,50607.21,134744.59,129965,129965
Public Safety Cabinet,Fire Department,BFD Training,Current Charges & Obligations,17444.5,17070.5,15830,29700
Public Safety Cabinet,Fire Department,BFD Training,Equipment,40485.88,824090,84100,84100
Public Safety Cabinet,Fire Department,BFD Maintenance,Personnel Services,3981462.47,3882209.23,4314575.53,4768556.28
Public Safety Cabinet,Fire Department,BFD Maintenance,Contractual Services,5257566.09,5366385.38,4109457,4424003
Public Safety Cabinet,Fire Department,BFD Maintenance,Supplies & Materials,1664727.54,469241.61,2915875,2915875
Public Safety Cabinet,Fire Department,BFD Maintenance,Current Charges & Obligations,44844.41,10386.06,753753,45534
Public Safety Cabinet,Fire Department,BFD Maintenance,Equipment,596471.52,951247.74,1605926.26,1610251.8
Public Safety Cabinet,Fire Department,BFD Maintenance,Other Expenses,19998,17499,20000,20000
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Personnel Services,14215966.08,13478385.92,14868603.18,16910551.79
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Contractual Services,95576.27,82579.43,88851,108079
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Supplies & Materials,115862.64,111973.57,141450,141450
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Current Charges & Obligations,159547.67,144341.41,132819,133569
Public Safety Cabinet,Fire Department,BFD Fire Prevention,Equipment,351.09,17268,1800,1800
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Personnel Services,766424.03,745047.8,807546.6,968022.75
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Contractual Services,198385.2,216367.34,77000,77000
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Supplies & Materials,137946.63,58656.24,22200,22200
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Current Charges & Obligations,#Missing,#Missing,1000,#Missing
Public Safety Cabinet,Fire Department,"Firefighter Safety, Health and Wellness",Equipment,13412,4285.2,15000,15000
Public Safety Cabinet,Police Department,Police Commissioner's Office,Personnel Services,13905800.98,15227141.85,13312153.52,13768330.47
Public Safety Cabinet,Police Department,Police Commissioner's Office,Contractual Services,456754.29,831354.78,1010684,999088
Public Safety Cabinet,Police Department,Police Commissioner's Office,Supplies & Materials,91093.07,131712.18,58900,58900
Public Safety Cabinet,Police Department,Police Commissioner's Office,Current Charges & Obligations,18859.91,26655.99,37623,36231
Public Safety Cabinet,Police Department,Police Commissioner's Office,Equipment,#Missing,10566.62,25885,25885
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Personnel Services,4138102.98,3429327.56,4169193.26,4205142.78
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Contractual Services,2560,4406.23,697500,15500
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Supplies & Materials,33506.67,51456.72,30000,30000
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Current Charges & Obligations,2234.99,2490,15500,15500
Public Safety Cabinet,Police Department,Bureau of Community Engagement,Equipment,298.2,3974.68,12500,12500
Public Safety Cabinet,Police Department,BAT-Operations,Personnel Services,6549542.93,6689726.37,6954088.45,6954497.59
Public Safety Cabinet,Police Department,BAT-Operations,Contractual Services,4112156.85,4299868.41,4292452,4279102
Public Safety Cabinet,Police Department,BAT-Operations,Supplies & Materials,4176912.76,3901937.74,4758947,4159524.27
Public Safety Cabinet,Police Department,BAT-Operations,Current Charges & Obligations,481463.54,479876.55,522660,508547
Public Safety Cabinet,Police Department,BAT-Operations,Equipment,2872937.96,3621665.33,5028867.36,6669203.43
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Personnel Services,56709476.57,58545062.17,62311752.91,59769081.58
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Contractual Services,15412761.5,17798268.71,19180612.66,20985108
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Supplies & Materials,929722.49,979532.37,850813,850812.8
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Current Charges & Obligations,6187193.2,6320929.47,4962890,5280340
Public Safety Cabinet,Police Department,BAT-Admin & Technology,Equipment,681979.78,1266073.71,1711503.57,1963499.04
Public Safety Cabinet,Police Department,Bureau of Professional Development,Personnel Services,6939476.11,6683370.63,6768375.9,12018723.7
Public Safety Cabinet,Police Department,Bureau of Professional Development,Contractual Services,113559.38,117393,288756,499366
Public Safety Cabinet,Police Department,Bureau of Professional Development,Supplies & Materials,672764.52,675329.16,657245,657245
Public Safety Cabinet,Police Department,Bureau of Professional Development,Current Charges & Obligations,22029.92,26919.84,15500,15000
Public Safety Cabinet,Police Department,Bureau of Professional Development,Equipment,1379.98,34832.42,40000,40000
Public Safety Cabinet,Police Department,Bureau of Field Services,Personnel Services,201143188.8,197444117.5,223390705.2,239905057
Public Safety Cabinet,Police Department,Bureau of Field Services,Contractual Services,267869.66,307288.04,288184,326547
Public Safety Cabinet,Police Department,Bureau of Field Services,Supplies & Materials,1468222.89,1481694.1,2519856,2522172.93
Public Safety Cabinet,Police Department,Bureau of Field Services,Current Charges & Obligations,1475,278.95,82950,82950
Public Safety Cabinet,Police Department,Bureau of Field Services,Equipment,100523.78,292928.4,240291,270583
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Personnel Services,5198593.6,5277522.87,3876831.56,4759854.55
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Contractual Services,93639.89,156359,130118,1923408
